ID,Prob1
644, 0.64
645, 0.21
646, 0.27
647, 0.37
648, 0.30
649, 0.19
650, 0.37
651, 0.20
652, 0.69
653, 0.10
654, 0.18
655, 0.35
656, 0.36
657, 0.53
658, 0.42
659, 0.20
660, 0.69
661, 0.40
662, 0.11
663, 0.11
664, 0.82
665, 0.18
666, 0.11
667, 0.24
668, 0.75
669, 0.22
670, 0.18
671, 0.25
672, 0.23
673, 0.10
674, 0.22
675, 0.66
676, 0.34
677, 0.35
678, 0.29
679, 0.21
680, 0.73
681, 0.22
682, 0.17
683, 0.58
684, 0.28
685, 0.11
686, 0.12
687, 0.15
688, 0.13
689, 0.45
690, 0.54
691, 0.13
692, 0.77
693, 0.47
694, 0.63
695, 0.34
696, 0.39
697, 0.34
698, 0.10
699, 0.15
700, 0.39
701, 0.18
702, 0.25
703, 0.32
704, 0.55
705, 0.33
706, 0.30
707, 0.14
708, 0.14
709, 0.11
710, 0.34
711, 0.86
712, 0.12
713, 0.20
714, 0.28
715, 0.33
716, 0.68
717, 0.23
718, 0.46
719, 0.12
720, 0.43
721, 0.69
722, 0.62
723, 0.45
724, 0.10
725, 0.81
726, 0.11
727, 0.60
728, 0.40
729, 0.32
730, 0.11
731, 0.45
732, 0.25
733, 0.12
734, 0.18
735, 0.38
736, 0.41
737, 0.11
738, 0.80
739, 0.39
740, 0.55
741, 0.81
742, 0.30
743, 0.16
744, 0.42
745, 0.43
746, 0.59
747, 0.67
748, 0.19
749, 0.18
750, 0.13
751, 0.68
752, 0.42
753, 0.10
754, 0.18
755, 0.49
756, 0.47
757, 0.16
758, 0.14
759, 0.35
760, 0.19
761, 0.41
762, 0.66
763, 0.25
764, 0.30
765, 0.20
766, 0.24
767, 0.11
768, 0.28
769, 0.62
770, 0.37
771, 0.10
772, 0.21
773, 0.19
774, 0.39
775, 0.17
776, 0.20
777, 0.17
778, 0.27
779, 0.16
780, 0.70
781, 0.17
782, 0.12
783, 0.36
784, 0.41
785, 0.19
786, 0.51
787, 0.45
788, 0.61
789, 0.10
790, 0.29
791, 0.37
792, 0.38
793, 0.60
794, 0.78
795, 0.17
796, 0.34
797, 0.78
798, 0.63
799, 0.35
800, 0.57
801, 0.33
802, 0.33
803, 0.15
804, 0.53
805, 0.70
806, 0.26
807, 0.14
808, 0.17
809, 0.46
810, 0.18
811, 0.77
812, 0.25
813, 0.20
814, 0.29
815, 0.10
816, 0.26
817, 0.65
818, 0.24
819, 0.21
820, 0.47
821, 0.37
822, 0.17
823, 0.35
824, 0.30
825, 0.41
826, 0.80
827, 0.13
828, 0.42
829, 0.66
830, 0.19
831, 0.14
832, 0.40
833, 0.49
834, 0.30
835, 0.67
836, 0.32
837, 0.18
838, 0.43
839, 0.10
840, 0.33
841, 0.53
842, 0.10
843, 0.46
844, 0.39
845, 0.55
846, 0.39
847, 0.62
848, 0.26
849, 0.62
850, 0.27
851, 0.54
852, 0.48
853, 0.35
854, 0.23
855, 0.27
856, 0.46
857, 0.70
858, 0.19
859, 0.34
860, 0.10
861, 0.10
862, 0.32
863, 0.42
864, 0.56
865, 0.35
866, 0.11
867, 0.35
868, 0.38
869, 0.23
870, 0.72
871, 0.30
872, 0.26
873, 0.39
874, 0.39
875, 0.43
876, 0.52
877, 0.40
878, 0.30
879, 0.22
880, 0.22
881, 0.10
882, 0.18
883, 0.50
884, 0.32
885, 0.15
886, 0.29
887, 0.37
888, 0.40
889, 0.59
890, 0.22
891, 0.39
892, 0.37
893, 0.24
894, 0.25
895, 0.19
896, 0.15
897, 0.20
898, 0.46
899, 0.10
900, 0.64
901, 0.67
902, 0.47
903, 0.21
904, 0.52
905, 0.77
906, 0.46
907, 0.72
908, 0.81
909, 0.45
910, 0.40
911, 0.24
912, 0.15
913, 0.50
914, 0.10
915, 0.33
916, 0.37
917, 0.49
918, 0.23
919, 0.29
920, 0.64
921, 0.37
922, 0.11
923, 0.54
924, 0.64
925, 0.11
926, 0.20
927, 0.44
928, 0.54
929, 0.34
930, 0.20
931, 0.10
932, 0.10
933, 0.42
934, 0.21
935, 0.25
936, 0.24
937, 0.38
938, 0.35
939, 0.71
940, 0.13
941, 0.12
942, 0.72
943, 0.31
944, 0.28
945, 0.13
946, 0.39
947, 0.14
948, 0.29
949, 0.41
950, 0.62
951, 0.69
952, 0.41
953, 0.85
954, 0.24
955, 0.41
956, 0.21
957, 0.11
958, 0.54
959, 0.24
960, 0.38
961, 0.59
962, 0.24
963, 0.32
964, 0.23
965, 0.24
966, 0.75
967, 0.39
968, 0.15
969, 0.45
970, 0.72
971, 0.44
972, 0.38
973, 0.33
974, 0.57
975, 0.46
976, 0.11
977, 0.27
978, 0.23
979, 0.37
980, 0.24
981, 0.38
982, 0.37
983, 0.15
984, 0.29
985, 0.18
986, 0.17
987, 0.46
988, 0.10
989, 0.42
990, 0.11
991, 0.63
992, 0.25
993, 0.29
994, 0.17
995, 0.34
996, 0.52
997, 0.37
998, 0.34
999, 0.11
1000, 0.11
1001, 0.71
1002, 0.41
1003, 0.29
1004, 0.79
1005, 0.19
1006, 0.16
1007, 0.78
1008, 0.11
1009, 0.66
1010, 0.19
1011, 0.70
1012, 0.12
1013, 0.55
1014, 0.41
1015, 0.15
1016, 0.69
1017, 0.61
1018, 0.50
1019, 0.15
1020, 0.57
1021, 0.58
1022, 0.60
1023, 0.77
1024, 0.15
1025, 0.61
1026, 0.40
1027, 0.52
1028, 0.55
1029, 0.56
1030, 0.28
1031, 0.65
1032, 0.20
1033, 0.38
1034, 0.23
1035, 0.54
1036, 0.21
1037, 0.31
1038, 0.45
1039, 0.57
1040, 0.40
1041, 0.62
1042, 0.26
1043, 0.39
1044, 0.50
1045, 0.18
1046, 0.23
1047, 0.10
1048, 0.69
1049, 0.41
1050, 0.10
1051, 0.51
1052, 0.21
1053, 0.11
1054, 0.24
1055, 0.23
1056, 0.16
1057, 0.30
1058, 0.31
1059, 0.33
1060, 0.30
1061, 0.45
1062, 0.18
1063, 0.45
1064, 0.10
1065, 0.51
1066, 0.21
1067, 0.35
1068, 0.23
1069, 0.21
1070, 0.76
1071, 0.25
1072, 0.31
1073, 0.55
1074, 0.13
1075, 0.21
1076, 0.18
1077, 0.21
1078, 0.15
1079, 0.53
1080, 0.18
1081, 0.34
1082, 0.39
1083, 0.42
1084, 0.14
1085, 0.24
1086, 0.10
1087, 0.36
1088, 0.48
1089, 0.65
1090, 0.20
1091, 0.11
1092, 0.20
1093, 0.31
1094, 0.10
1095, 0.26
1096, 0.53
1097, 0.29
1098, 0.39
1099, 0.22
1100, 0.54
1101, 0.21
1102, 0.38
1103, 0.65
1104, 0.56
1105, 0.19
1106, 0.54
1107, 0.11
1108, 0.41
1109, 0.40
1110, 0.54
1111, 0.18
1112, 0.75
1113, 0.38
1114, 0.16
1115, 0.27
1116, 0.43
1117, 0.27
1118, 0.10
1119, 0.27
1120, 0.54
1121, 0.33
1122, 0.33
1123, 0.16
1124, 0.69
1125, 0.26
1126, 0.59
1127, 0.17
1128, 0.18
1129, 0.51
1130, 0.37
1131, 0.30
1132, 0.53
1133, 0.24
1134, 0.44
1135, 0.63
1136, 0.63
1137, 0.20
1138, 0.21
1139, 0.49
1140, 0.44
1141, 0.29
1142, 0.28
1143, 0.29
1144, 0.70
1145, 0.35
1146, 0.11
1147, 0.11
1148, 0.21
1149, 0.42
1150, 0.26
1151, 0.27
1152, 0.32
1153, 0.25
1154, 0.11
1155, 0.23
1156, 0.20
1157, 0.10
1158, 0.49
1159, 0.36
1160, 0.53
1161, 0.10
1162, 0.12
1163, 0.30
1164, 0.15
1165, 0.69
1166, 0.36
1167, 0.15
1168, 0.33
1169, 0.50
1170, 0.17
1171, 0.63
1172, 0.37
1173, 0.78
1174, 0.36
1175, 0.33
1176, 0.71
1177, 0.70
1178, 0.39
1179, 0.47
1180, 0.19
1181, 0.12
1182, 0.17
1183, 0.45
1184, 0.68
1185, 0.68
1186, 0.57
1187, 0.18
1188, 0.32
1189, 0.26
1190, 0.19
1191, 0.24
1192, 0.12
1193, 0.53
1194, 0.65
1195, 0.22
1196, 0.22
1197, 0.27
1198, 0.67
1199, 0.27
1200, 0.24
1201, 0.45
1202, 0.48
1203, 0.61
1204, 0.16
1205, 0.34
1206, 0.37
1207, 0.36
1208, 0.24
1209, 0.64
1210, 0.35
1211, 0.11
1212, 0.53
1213, 0.29
1214, 0.43
1215, 0.61
1216, 0.37
1217, 0.23
1218, 0.41
1219, 0.23
1220, 0.19
1221, 0.18
1222, 0.35
1223, 0.21
1224, 0.10
1225, 0.29
1226, 0.14
1227, 0.20
1228, 0.40
1229, 0.53
1230, 0.30
1231, 0.59
1232, 0.20
1233, 0.59
1234, 0.36
1235, 0.12
1236, 0.28
1237, 0.21
1238, 0.11
1239, 0.69
1240, 0.27
1241, 0.36
1242, 0.81
1243, 0.21
1244, 0.14
1245, 0.36
1246, 0.44
1247, 0.75
1248, 0.61
1249, 0.17
1250, 0.30
1251, 0.18
1252, 0.40
1253, 0.26
1254, 0.24
1255, 0.10
1256, 0.44
1257, 0.12
1258, 0.35
1259, 0.37
1260, 0.31
1261, 0.17
1262, 0.29
1263, 0.13
1264, 0.26
1265, 0.10
1266, 0.36
1267, 0.20
1268, 0.14
1269, 0.11
1270, 0.39
1271, 0.27
1272, 0.21
1273, 0.27
1274, 0.11
1275, 0.26
1276, 0.23
1277, 0.11
1278, 0.55
1279, 0.19
1280, 0.48
1281, 0.10
1282, 0.16
1283, 0.54
1284, 0.28
1285, 0.42
1286, 0.18
1287, 0.36
1288, 0.17
1289, 0.52
1290, 0.24
1291, 0.35
1292, 0.22
1293, 0.35
1294, 0.58
1295, 0.34
1296, 0.15
1297, 0.19
1298, 0.19
1299, 0.22
1300, 0.21
1301, 0.38
1302, 0.59
1303, 0.20
1304, 0.15
1305, 0.25
1306, 0.10
1307, 0.61
1308, 0.13
1309, 0.12
1310, 0.35
1311, 0.39
1312, 0.56
1313, 0.34
1314, 0.13
1315, 0.20
1316, 0.10
1317, 0.28
1318, 0.19
1319, 0.24
1320, 0.27
1321, 0.43
1322, 0.76
1323, 0.11
1324, 0.77
1325, 0.63
1326, 0.12
1327, 0.54
1328, 0.58
1329, 0.12
1330, 0.31
1331, 0.18
1332, 0.28
1333, 0.11
1334, 0.22
1335, 0.12
1336, 0.20
1337, 0.22
1338, 0.20
1339, 0.47
1340, 0.57
1341, 0.70
1342, 0.77
1343, 0.79
1344, 0.62
1345, 0.33
1346, 0.19
1347, 0.41
1348, 0.28
1349, 0.38
1350, 0.10
1351, 0.45
1352, 0.10
1353, 0.37
1354, 0.33
1355, 0.34
1356, 0.32
1357, 0.30
1358, 0.30
1359, 0.27
1360, 0.48
1361, 0.58
1362, 0.38
1363, 0.25
1364, 0.47
1365, 0.73
1366, 0.64
1367, 0.41
1368, 0.10
1369, 0.39
1370, 0.26
1371, 0.30
1372, 0.63
1373, 0.18
1374, 0.18
1375, 0.36
1376, 0.31
1377, 0.19
1378, 0.22
1379, 0.78
1380, 0.12
1381, 0.77
1382, 0.37
1383, 0.40
1384, 0.23
1385, 0.46
1386, 0.60
1387, 0.36
1388, 0.47
1389, 0.46
1390, 0.45
1391, 0.51
1392, 0.36
1393, 0.52
1394, 0.10
1395, 0.12
1396, 0.65
1397, 0.68
1398, 0.25
1399, 0.72
1400, 0.35
1401, 0.26
1402, 0.38
1403, 0.28
1404, 0.71
1405, 0.17
1406, 0.57
1407, 0.41
1408, 0.39
1409, 0.37
1410, 0.20
1411, 0.16
1412, 0.20
1413, 0.11
1414, 0.10
1415, 0.29
1416, 0.11
1417, 0.41
1418, 0.35
1419, 0.48
1420, 0.13
1421, 0.31
1422, 0.49
1423, 0.34
1424, 0.56
1425, 0.41
1426, 0.50
1427, 0.10
1428, 0.25
1429, 0.24
1430, 0.17
1431, 0.12
1432, 0.40
1433, 0.23
1434, 0.19
1435, 0.43
1436, 0.45
1437, 0.60
1438, 0.15
1439, 0.17
1440, 0.36
1441, 0.45
1442, 0.47
1443, 0.10
1444, 0.17
1445, 0.26
1446, 0.29
1447, 0.25
1448, 0.52
1449, 0.26
1450, 0.12
1451, 0.24
1452, 0.12
1453, 0.29
1454, 0.26
1455, 0.10
1456, 0.12
1457, 0.55
1458, 0.75
1459, 0.37
1460, 0.11
1461, 0.40
1462, 0.52
1463, 0.12
1464, 0.88
1465, 0.48
1466, 0.12
1467, 0.11
1468, 0.71
1469, 0.55
1470, 0.31
1471, 0.18
1472, 0.81
1473, 0.52
1474, 0.18
1475, 0.65
1476, 0.24
1477, 0.31
1478, 0.21
1479, 0.32
1480, 0.38
1481, 0.52
1482, 0.58
1483, 0.18
1484, 0.63
1485, 0.20
1486, 0.14
1487, 0.16
1488, 0.40
1489, 0.21
1490, 0.11
1491, 0.51
1492, 0.32
1493, 0.16
1494, 0.67
1495, 0.77
1496, 0.62
1497, 0.11
1498, 0.24
1499, 0.35
1500, 0.49
1501, 0.26
1502, 0.24
1503, 0.85
1504, 0.22
1505, 0.11
1506, 0.16
1507, 0.42
1508, 0.16
1509, 0.29
1510, 0.54
1511, 0.11
1512, 0.10
1513, 0.21
1514, 0.32
1515, 0.13
1516, 0.36
1517, 0.26
1518, 0.53
1519, 0.34
1520, 0.18
1521, 0.58
1522, 0.33
1523, 0.18
1524, 0.24
1525, 0.51
1526, 0.45
1527, 0.23
1528, 0.27
1529, 0.69
1530, 0.41
1531, 0.38
1532, 0.14
1533, 0.13
1534, 0.26
1535, 0.36
1536, 0.10
1537, 0.66
1538, 0.48
1539, 0.47
1540, 0.49
1541, 0.22
1542, 0.20
1543, 0.33
1544, 0.24
1545, 0.60
1546, 0.18
1547, 0.20
1548, 0.18
1549, 0.75
1550, 0.31
1551, 0.62
1552, 0.23
1553, 0.32
1554, 0.50
1555, 0.59
1556, 0.20
1557, 0.42
1558, 0.74
1559, 0.16
1560, 0.25
1561, 0.10
1562, 0.48
1563, 0.43
1564, 0.43
1565, 0.71
1566, 0.13
1567, 0.41
1568, 0.58
1569, 0.17
1570, 0.12
1571, 0.11
1572, 0.19
1573, 0.52
1574, 0.35
1575, 0.18
1576, 0.32
1577, 0.15
1578, 0.12
1579, 0.41
1580, 0.17
1581, 0.21
1582, 0.30
1583, 0.81
1584, 0.46
1585, 0.65
1586, 0.24
1587, 0.47
1588, 0.78
1589, 0.32
1590, 0.43
1591, 0.15
1592, 0.19
1593, 0.19
1594, 0.69
1595, 0.49
1596, 0.23
1597, 0.79
1598, 0.31
1599, 0.13
1600, 0.49
1601, 0.76
1602, 0.28
1603, 0.20
1604, 0.19
1605, 0.25
1606, 0.39
1607, 0.17
1608, 0.15
1609, 0.11
1610, 0.31
1611, 0.39
1612, 0.13
1613, 0.19
1614, 0.12
1615, 0.23
1616, 0.31
1617, 0.39
1618, 0.10
1619, 0.86
1620, 0.54
1621, 0.88
1622, 0.19
1623, 0.23
1624, 0.40
1625, 0.19
1626, 0.44
1627, 0.22
1628, 0.10
1629, 0.35
1630, 0.37
1631, 0.38
1632, 0.62
1633, 0.64
1634, 0.23
1635, 0.35
1636, 0.22
1637, 0.29
1638, 0.32
1639, 0.28
1640, 0.53
1641, 0.11
1642, 0.49
1643, 0.36
1644, 0.62
1645, 0.19
1646, 0.86
1647, 0.66
1648, 0.28
1649, 0.24
1650, 0.24
1651, 0.48
1652, 0.20
1653, 0.14
1654, 0.53
1655, 0.19
1656, 0.44
1657, 0.39
1658, 0.37
1659, 0.12
1660, 0.27
1661, 0.57
1662, 0.46
1663, 0.28
1664, 0.65
1665, 0.40
1666, 0.27
1667, 0.10
1668, 0.40
1669, 0.39
1670, 0.52
1671, 0.40
1672, 0.39
1673, 0.14
1674, 0.35
1675, 0.63
1676, 0.63
1677, 0.32
1678, 0.16
1679, 0.26
1680, 0.50
1681, 0.40
1682, 0.60
1683, 0.53
1684, 0.17
1685, 0.36
1686, 0.70
1687, 0.14
1688, 0.13
1689, 0.33
1690, 0.10
1691, 0.37
1692, 0.76
1693, 0.52
1694, 0.64
1695, 0.32
1696, 0.28
1697, 0.39
1698, 0.53
1699, 0.37
1700, 0.58
1701, 0.32
1702, 0.40
1703, 0.15
1704, 0.53
1705, 0.67
1706, 0.44
1707, 0.12
1708, 0.17
1709, 0.38
1710, 0.43
1711, 0.26
1712, 0.37
1713, 0.69
1714, 0.45
1715, 0.53
1716, 0.33
1717, 0.44
1718, 0.16
1719, 0.22
1720, 0.45
1721, 0.33
1722, 0.25
1723, 0.25
1724, 0.70
1725, 0.30
1726, 0.85
1727, 0.18
1728, 0.50
1729, 0.22
1730, 0.27
1731, 0.12
1732, 0.28
1733, 0.55
1734, 0.18
1735, 0.61
1736, 0.10
1737, 0.19
1738, 0.44
1739, 0.50
1740, 0.12
1741, 0.20
1742, 0.25
1743, 0.28
1744, 0.25
1745, 0.10
1746, 0.39
1747, 0.65
1748, 0.63
1749, 0.38
1750, 0.20
1751, 0.33
1752, 0.12
1753, 0.28
1754, 0.17
1755, 0.15
1756, 0.42
1757, 0.62
1758, 0.18
1759, 0.25
1760, 0.36
1761, 0.31
1762, 0.26
1763, 0.27
1764, 0.28
1765, 0.38
1766, 0.17
1767, 0.76
1768, 0.39
1769, 0.62
1770, 0.35
1771, 0.34
1772, 0.15
1773, 0.30
1774, 0.63
1775, 0.44
1776, 0.58
1777, 0.39
1778, 0.37
1779, 0.42
1780, 0.18
1781, 0.66
1782, 0.36
1783, 0.18
1784, 0.42
1785, 0.33
1786, 0.18
1787, 0.14
1788, 0.40
1789, 0.10
1790, 0.19
1791, 0.24
1792, 0.61
1793, 0.31
1794, 0.24
1795, 0.29
1796, 0.20
1797, 0.41
1798, 0.33
1799, 0.31
1800, 0.14
1801, 0.60
1802, 0.31
1803, 0.11
1804, 0.29
1805, 0.64
1806, 0.19
1807, 0.43
1808, 0.11
1809, 0.49
1810, 0.34
1811, 0.47
1812, 0.37
1813, 0.54
1814, 0.66
1815, 0.35
1816, 0.12
1817, 0.65
1818, 0.33
1819, 0.49
1820, 0.26
1821, 0.57
1822, 0.64
1823, 0.39
1824, 0.18
1825, 0.48
1826, 0.18
1827, 0.40
1828, 0.60
1829, 0.64
1830, 0.20
1831, 0.10
1832, 0.25
1833, 0.46
1834, 0.31
1835, 0.41
1836, 0.44
1837, 0.10
1838, 0.69
1839, 0.58
1840, 0.20
1841, 0.29
1842, 0.53
1843, 0.52
1844, 0.88
1845, 0.43
1846, 0.23
1847, 0.34
1848, 0.18
1849, 0.44
1850, 0.13
1851, 0.13
1852, 0.49
1853, 0.11
1854, 0.18
1855, 0.51
1856, 0.26
1857, 0.51
1858, 0.24
1859, 0.58
1860, 0.20
1861, 0.30
1862, 0.14
1863, 0.20
1864, 0.26
1865, 0.17
1866, 0.22
1867, 0.20
1868, 0.49
1869, 0.75
1870, 0.23
1871, 0.46
1872, 0.28
