ID,Prob1
292, 0.32
293, 0.45
294, 0.13
295, 0.09
296, 0.31
297, 0.16
298, 0.38
299, 0.63
300, 0.22
301, 0.12
302, 0.38
303, 0.50
304, 0.38
305, 0.63
306, 0.41
307, 0.45
308, 0.14
309, 0.64
310, 0.42
311, 0.19
312, 0.31
313, 0.14
314, 0.54
315, 0.41
316, 0.06
317, 0.56
318, 0.29
319, 0.22
320, 0.23
321, 0.37
322, 0.48
323, 0.51
324, 0.23
325, 0.38
326, 0.38
327, 0.43
328, 0.50
329, 0.31
330, 0.14
331, 0.47
332, 0.20
333, 0.35
334, 0.72
335, 0.15
336, 0.55
337, 0.76
338, 0.32
339, 0.30
340, 0.41
341, 0.23
342, 0.14
343, 0.14
344, 0.39
345, 0.41
346, 0.49
347, 0.14
348, 0.10
349, 0.55
350, 0.16
351, 0.40
352, 0.35
353, 0.41
354, 0.35
355, 0.33
356, 0.18
357, 0.44
358, 0.24
359, 0.34
360, 0.21
361, 0.08
362, 0.27
363, 0.54
364, 0.37
365, 0.58
366, 0.21
367, 0.40
368, 0.25
369, 0.66
370, 0.13
371, 0.21
372, 0.34
373, 0.32
374, 0.56
375, 0.16
376, 0.65
377, 0.13
378, 0.44
379, 0.29
380, 0.62
381, 0.12
382, 0.28
383, 0.56
384, 0.51
385, 0.45
386, 0.26
387, 0.33
388, 0.18
389, 0.36
390, 0.13
391, 0.16
392, 0.64
393, 0.21
394, 0.36
395, 0.45
396, 0.73
397, 0.11
398, 0.27
399, 0.74
400, 0.51
401, 0.38
402, 0.14
403, 0.11
404, 0.64
405, 0.26
406, 0.41
407, 0.22
408, 0.20
409, 0.33
410, 0.17
411, 0.44
412, 0.26
413, 0.15
414, 0.15
415, 0.22
416, 0.36
417, 0.13
418, 0.26
419, 0.59
420, 0.50
421, 0.14
422, 0.35
423, 0.21
424, 0.27
425, 0.31
426, 0.27
427, 0.35
428, 0.22
429, 0.14
430, 0.47
431, 0.50
432, 0.16
433, 0.29
434, 0.54
435, 0.28
436, 0.44
437, 0.59
438, 0.41
439, 0.20
440, 0.19
441, 0.21
442, 0.68
443, 0.22
444, 0.09
445, 0.26
446, 0.59
447, 0.12
448, 0.84
449, 0.23
450, 0.37
451, 0.69
452, 0.60
453, 0.35
454, 0.22
455, 0.20
456, 0.63
457, 0.29
458, 0.31
459, 0.25
460, 0.61
461, 0.19
462, 0.20
463, 0.32
464, 0.13
465, 0.11
466, 0.22
467, 0.43
468, 0.16
469, 0.23
470, 0.46
471, 0.20
472, 0.17
473, 0.57
474, 0.24
475, 0.38
476, 0.14
477, 0.18
478, 0.41
479, 0.24
480, 0.38
481, 0.23
482, 0.26
483, 0.53
484, 0.26
485, 0.80
486, 0.47
487, 0.42
488, 0.36
489, 0.40
490, 0.16
491, 0.18
492, 0.22
493, 0.29
494, 0.44
495, 0.22
496, 0.68
497, 0.61
498, 0.78
499, 0.41
500, 0.21
501, 0.26
502, 0.33
503, 0.22
504, 0.43
505, 0.23
506, 0.37
507, 0.16
508, 0.10
509, 0.23
510, 0.59
511, 0.38
512, 0.22
513, 0.14
514, 0.44
515, 0.38
516, 0.14
517, 0.49
518, 0.50
519, 0.69
520, 0.65
521, 0.25
522, 0.37
523, 0.53
524, 0.26
525, 0.55
526, 0.21
527, 0.39
528, 0.44
529, 0.17
530, 0.14
531, 0.31
532, 0.40
533, 0.18
534, 0.72
535, 0.48
536, 0.31
537, 0.19
538, 0.13
539, 0.24
540, 0.10
541, 0.08
542, 0.40
543, 0.24
544, 0.23
545, 0.52
546, 0.40
547, 0.16
548, 0.62
549, 0.08
550, 0.37
551, 0.27
552, 0.64
553, 0.16
554, 0.29
555, 0.10
556, 0.27
557, 0.20
558, 0.45
559, 0.17
560, 0.37
561, 0.45
562, 0.27
563, 0.20
564, 0.17
565, 0.33
566, 0.09
567, 0.38
568, 0.45
569, 0.48
570, 0.48
571, 0.15
572, 0.31
573, 0.36
574, 0.33
575, 0.32
576, 0.32
577, 0.66
578, 0.28
579, 0.15
580, 0.49
581, 0.31
582, 0.36
583, 0.49
584, 0.15
585, 0.23
586, 0.55
587, 0.47
588, 0.30
589, 0.80
590, 0.20
591, 0.12
592, 0.47
593, 0.34
594, 0.20
595, 0.48
596, 0.38
597, 0.19
598, 0.21
599, 0.18
600, 0.30
601, 0.31
602, 0.23
603, 0.43
604, 0.14
605, 0.15
606, 0.51
607, 0.14
608, 0.48
609, 0.31
610, 0.58
611, 0.43
612, 0.27
613, 0.38
614, 0.40
615, 0.15
616, 0.35
617, 0.32
618, 0.20
619, 0.35
620, 0.56
621, 0.63
622, 0.20
623, 0.40
624, 0.14
625, 0.24
626, 0.26
627, 0.14
628, 0.51
629, 0.65
630, 0.40
631, 0.40
632, 0.34
633, 0.18
634, 0.25
635, 0.29
636, 0.47
637, 0.15
638, 0.37
639, 0.43
640, 0.21
641, 0.62
642, 0.35
643, 0.51
644, 0.58
645, 0.27
646, 0.26
647, 0.33
648, 0.22
649, 0.19
650, 0.33
651, 0.23
652, 0.71
653, 0.10
654, 0.17
655, 0.30
656, 0.32
657, 0.53
658, 0.42
659, 0.21
660, 0.63
661, 0.24
662, 0.17
663, 0.11
664, 0.77
665, 0.19
666, 0.16
667, 0.26
668, 0.70
669, 0.17
670, 0.20
671, 0.29
672, 0.20
673, 0.07
674, 0.21
675, 0.68
676, 0.39
677, 0.35
678, 0.34
679, 0.25
680, 0.70
681, 0.21
682, 0.09
683, 0.64
684, 0.30
685, 0.14
686, 0.11
687, 0.20
688, 0.10
689, 0.44
690, 0.58
691, 0.15
692, 0.77
693, 0.45
694, 0.65
695, 0.31
696, 0.46
697, 0.36
698, 0.12
699, 0.16
700, 0.38
701, 0.19
702, 0.30
703, 0.38
704, 0.52
705, 0.36
706, 0.37
707, 0.11
708, 0.11
709, 0.14
710, 0.33
711, 0.79
712, 0.19
713, 0.23
714, 0.29
715, 0.37
716, 0.66
717, 0.21
718, 0.35
719, 0.09
720, 0.36
721, 0.69
722, 0.55
723, 0.48
724, 0.11
725, 0.80
726, 0.13
727, 0.54
728, 0.47
729, 0.32
730, 0.09
731, 0.50
732, 0.21
733, 0.09
734, 0.26
735, 0.22
736, 0.40
737, 0.10
738, 0.71
739, 0.41
740, 0.59
741, 0.72
742, 0.31
743, 0.14
744, 0.41
745, 0.38
746, 0.55
747, 0.70
748, 0.21
749, 0.16
750, 0.14
751, 0.55
752, 0.33
753, 0.14
754, 0.17
755, 0.45
756, 0.48
757, 0.16
758, 0.11
759, 0.32
760, 0.17
761, 0.45
762, 0.64
763, 0.16
764, 0.33
765, 0.21
766, 0.28
767, 0.07
768, 0.34
769, 0.59
770, 0.36
771, 0.09
772, 0.23
773, 0.24
774, 0.34
775, 0.21
776, 0.18
777, 0.22
778, 0.25
779, 0.17
780, 0.70
781, 0.13
782, 0.12
783, 0.30
784, 0.35
785, 0.20
786, 0.52
787, 0.42
788, 0.56
789, 0.09
790, 0.33
791, 0.27
792, 0.34
793, 0.64
794, 0.80
795, 0.18
796, 0.25
797, 0.73
798, 0.60
799, 0.32
800, 0.66
801, 0.39
802, 0.36
803, 0.17
804, 0.44
805, 0.61
806, 0.27
807, 0.13
808, 0.15
809, 0.44
810, 0.23
811, 0.77
812, 0.23
813, 0.20
814, 0.32
815, 0.07
816, 0.28
817, 0.64
818, 0.24
819, 0.20
820, 0.45
821, 0.35
822, 0.14
823, 0.42
824, 0.30
825, 0.41
826, 0.76
827, 0.17
828, 0.41
829, 0.70
830, 0.21
831, 0.16
832, 0.38
833, 0.51
834, 0.25
835, 0.74
836, 0.35
837, 0.22
838, 0.44
839, 0.12
840, 0.36
841, 0.52
842, 0.07
843, 0.44
844, 0.33
845, 0.55
846, 0.32
847, 0.53
848, 0.23
849, 0.67
850, 0.36
851, 0.54
852, 0.48
853, 0.41
854, 0.22
855, 0.28
856, 0.44
857, 0.70
858, 0.19
859, 0.28
860, 0.14
861, 0.14
862, 0.29
863, 0.42
864, 0.58
865, 0.33
866, 0.15
867, 0.45
868, 0.41
869, 0.20
870, 0.78
871, 0.50
872, 0.26
873, 0.42
874, 0.27
875, 0.48
876, 0.51
877, 0.35
878, 0.29
879, 0.14
880, 0.18
881, 0.14
882, 0.31
883, 0.48
884, 0.25
885, 0.14
886, 0.28
887, 0.39
888, 0.48
889, 0.63
890, 0.15
891, 0.37
892, 0.39
893, 0.34
894, 0.24
895, 0.19
896, 0.15
897, 0.23
898, 0.49
899, 0.14
900, 0.64
901, 0.58
902, 0.44
903, 0.20
904, 0.44
905, 0.79
906, 0.45
907, 0.70
908, 0.78
909, 0.41
910, 0.37
911, 0.24
912, 0.10
913, 0.50
914, 0.14
915, 0.33
916, 0.37
917, 0.49
918, 0.18
919, 0.26
920, 0.60
921, 0.26
922, 0.09
923, 0.54
924, 0.68
925, 0.13
926, 0.20
927, 0.44
928, 0.72
929, 0.34
930, 0.28
931, 0.11
932, 0.14
933, 0.49
934, 0.14
935, 0.19
936, 0.21
937, 0.38
938, 0.41
939, 0.75
940, 0.13
941, 0.16
942, 0.64
943, 0.29
944, 0.25
945, 0.14
946, 0.38
947, 0.12
948, 0.29
949, 0.33
950, 0.65
951, 0.72
952, 0.41
953, 0.78
954, 0.24
955, 0.50
956, 0.22
957, 0.14
958, 0.42
959, 0.20
960, 0.33
961, 0.58
962, 0.23
963, 0.32
964, 0.23
965, 0.24
966, 0.78
967, 0.42
968, 0.13
969, 0.41
970, 0.74
971, 0.42
972, 0.47
973, 0.30
974, 0.59
975, 0.44
976, 0.09
977, 0.23
978, 0.27
979, 0.37
980, 0.25
981, 0.31
982, 0.38
983, 0.21
984, 0.22
985, 0.23
986, 0.14
987, 0.43
988, 0.14
989, 0.42
990, 0.10
991, 0.64
992, 0.24
993, 0.26
994, 0.17
995, 0.37
996, 0.50
997, 0.39
998, 0.29
999, 0.12
1000, 0.14
1001, 0.56
1002, 0.32
1003, 0.36
1004, 0.76
1005, 0.24
1006, 0.19
1007, 0.70
1008, 0.14
1009, 0.66
1010, 0.18
1011, 0.73
1012, 0.10
1013, 0.55
1014, 0.49
1015, 0.12
1016, 0.64
1017, 0.62
1018, 0.54
1019, 0.14
1020, 0.58
1021, 0.64
1022, 0.69
1023, 0.80
1024, 0.16
1025, 0.67
1026, 0.44
1027, 0.52
1028, 0.49
1029, 0.56
1030, 0.26
1031, 0.76
1032, 0.14
1033, 0.39
1034, 0.26
1035, 0.53
1036, 0.17
1037, 0.30
1038, 0.43
1039, 0.55
1040, 0.45
1041, 0.62
1042, 0.30
1043, 0.51
1044, 0.51
1045, 0.17
1046, 0.17
1047, 0.12
1048, 0.64
1049, 0.37
1050, 0.14
1051, 0.51
1052, 0.22
1053, 0.10
1054, 0.25
1055, 0.20
1056, 0.11
1057, 0.30
1058, 0.30
1059, 0.34
1060, 0.30
1061, 0.55
1062, 0.20
1063, 0.37
1064, 0.10
1065, 0.58
1066, 0.19
1067, 0.31
1068, 0.23
1069, 0.23
1070, 0.68
1071, 0.28
1072, 0.22
1073, 0.47
1074, 0.14
1075, 0.21
1076, 0.18
1077, 0.23
1078, 0.19
1079, 0.60
1080, 0.19
1081, 0.34
1082, 0.40
1083, 0.41
1084, 0.14
1085, 0.20
1086, 0.14
1087, 0.33
1088, 0.52
1089, 0.54
1090, 0.23
1091, 0.15
1092, 0.19
1093, 0.31
1094, 0.14
1095, 0.30
1096, 0.49
1097, 0.29
1098, 0.40
1099, 0.24
1100, 0.57
1101, 0.21
1102, 0.43
1103, 0.64
1104, 0.54
1105, 0.28
1106, 0.53
1107, 0.11
1108, 0.41
1109, 0.42
1110, 0.57
1111, 0.15
1112, 0.74
1113, 0.38
1114, 0.16
1115, 0.31
1116, 0.44
1117, 0.28
1118, 0.09
1119, 0.30
1120, 0.59
1121, 0.37
1122, 0.29
1123, 0.08
1124, 0.61
1125, 0.27
1126, 0.60
1127, 0.16
1128, 0.17
1129, 0.53
1130, 0.41
1131, 0.29
1132, 0.49
1133, 0.31
1134, 0.39
1135, 0.61
1136, 0.61
1137, 0.22
1138, 0.22
1139, 0.45
1140, 0.41
1141, 0.34
1142, 0.25
1143, 0.28
1144, 0.62
1145, 0.33
1146, 0.14
1147, 0.14
1148, 0.20
1149, 0.37
1150, 0.30
1151, 0.24
1152, 0.27
1153, 0.25
1154, 0.15
1155, 0.26
1156, 0.14
1157, 0.09
1158, 0.55
1159, 0.36
1160, 0.48
1161, 0.09
1162, 0.08
1163, 0.33
1164, 0.15
1165, 0.65
1166, 0.37
1167, 0.16
1168, 0.33
1169, 0.32
1170, 0.21
1171, 0.61
1172, 0.32
1173, 0.71
1174, 0.51
1175, 0.30
1176, 0.71
1177, 0.73
1178, 0.39
1179, 0.46
1180, 0.17
1181, 0.14
1182, 0.14
1183, 0.48
1184, 0.70
1185, 0.67
1186, 0.52
1187, 0.19
1188, 0.39
1189, 0.27
1190, 0.23
1191, 0.24
1192, 0.14
1193, 0.55
1194, 0.63
1195, 0.24
1196, 0.28
1197, 0.31
1198, 0.62
1199, 0.26
1200, 0.21
1201, 0.45
1202, 0.50
1203, 0.65
1204, 0.18
1205, 0.38
1206, 0.37
1207, 0.28
1208, 0.26
1209, 0.63
1210, 0.33
1211, 0.10
1212, 0.51
1213, 0.28
1214, 0.42
1215, 0.66
1216, 0.44
1217, 0.27
1218, 0.40
1219, 0.21
1220, 0.15
1221, 0.21
1222, 0.30
1223, 0.18
1224, 0.08
1225, 0.38
1226, 0.14
1227, 0.14
1228, 0.48
1229, 0.54
1230, 0.30
1231, 0.49
1232, 0.15
1233, 0.63
1234, 0.42
1235, 0.14
1236, 0.22
1237, 0.18
1238, 0.09
1239, 0.63
1240, 0.28
1241, 0.40
1242, 0.77
1243, 0.25
1244, 0.14
1245, 0.33
1246, 0.36
1247, 0.75
1248, 0.59
1249, 0.08
1250, 0.29
1251, 0.20
1252, 0.44
1253, 0.24
1254, 0.26
1255, 0.13
1256, 0.44
1257, 0.17
1258, 0.30
1259, 0.34
1260, 0.28
1261, 0.20
1262, 0.20
1263, 0.08
1264, 0.27
1265, 0.14
1266, 0.31
1267, 0.17
1268, 0.12
1269, 0.21
1270, 0.37
1271, 0.28
1272, 0.16
1273, 0.31
1274, 0.14
1275, 0.25
1276, 0.27
1277, 0.03
1278, 0.51
1279, 0.18
1280, 0.42
1281, 0.12
1282, 0.18
1283, 0.47
1284, 0.28
1285, 0.49
1286, 0.18
1287, 0.33
1288, 0.14
1289, 0.53
1290, 0.22
1291, 0.17
1292, 0.22
1293, 0.32
1294, 0.63
1295, 0.38
1296, 0.15
1297, 0.21
1298, 0.07
1299, 0.17
1300, 0.20
1301, 0.33
1302, 0.62
1303, 0.18
1304, 0.20
1305, 0.32
1306, 0.10
1307, 0.55
1308, 0.13
1309, 0.13
1310, 0.37
1311, 0.43
1312, 0.57
1313, 0.23
1314, 0.14
1315, 0.19
1316, 0.14
1317, 0.22
1318, 0.18
1319, 0.26
1320, 0.47
1321, 0.49
1322, 0.73
1323, 0.13
1324, 0.80
1325, 0.69
1326, 0.12
1327, 0.58
1328, 0.51
1329, 0.08
1330, 0.19
1331, 0.17
1332, 0.28
1333, 0.14
1334, 0.28
1335, 0.08
1336, 0.21
1337, 0.21
1338, 0.24
1339, 0.47
1340, 0.51
1341, 0.65
1342, 0.74
1343, 0.78
1344, 0.64
1345, 0.31
1346, 0.23
1347, 0.44
1348, 0.35
1349, 0.37
1350, 0.11
1351, 0.44
1352, 0.15
1353, 0.26
1354, 0.35
1355, 0.32
1356, 0.29
1357, 0.30
1358, 0.12
1359, 0.27
1360, 0.49
1361, 0.58
1362, 0.37
1363, 0.26
1364, 0.49
1365, 0.72
1366, 0.65
1367, 0.49
1368, 0.15
1369, 0.36
1370, 0.13
1371, 0.27
1372, 0.66
1373, 0.18
1374, 0.17
1375, 0.37
1376, 0.31
1377, 0.14
1378, 0.23
1379, 0.79
1380, 0.12
1381, 0.80
1382, 0.38
1383, 0.43
1384, 0.20
1385, 0.45
1386, 0.61
1387, 0.28
1388, 0.49
1389, 0.48
1390, 0.29
1391, 0.48
1392, 0.42
1393, 0.52
1394, 0.08
1395, 0.08
1396, 0.60
1397, 0.71
1398, 0.28
1399, 0.59
1400, 0.37
1401, 0.22
1402, 0.41
1403, 0.25
1404, 0.66
1405, 0.21
1406, 0.58
1407, 0.35
1408, 0.52
1409, 0.38
1410, 0.26
1411, 0.16
1412, 0.19
1413, 0.10
1414, 0.07
1415, 0.41
1416, 0.16
1417, 0.40
1418, 0.39
1419, 0.48
1420, 0.10
1421, 0.26
1422, 0.44
1423, 0.29
1424, 0.55
1425, 0.45
1426, 0.62
1427, 0.14
1428, 0.28
1429, 0.14
1430, 0.14
1431, 0.14
1432, 0.41
1433, 0.21
1434, 0.20
1435, 0.49
1436, 0.47
1437, 0.64
1438, 0.12
1439, 0.16
1440, 0.25
1441, 0.25
1442, 0.53
1443, 0.15
1444, 0.16
1445, 0.32
1446, 0.29
1447, 0.23
1448, 0.51
1449, 0.28
1450, 0.18
1451, 0.19
1452, 0.09
1453, 0.24
1454, 0.29
1455, 0.12
1456, 0.14
1457, 0.62
1458, 0.71
1459, 0.39
1460, 0.07
1461, 0.34
1462, 0.49
1463, 0.16
1464, 0.80
1465, 0.50
1466, 0.13
1467, 0.09
1468, 0.77
1469, 0.49
1470, 0.30
1471, 0.15
1472, 0.72
1473, 0.51
1474, 0.17
1475, 0.60
1476, 0.17
1477, 0.34
1478, 0.19
1479, 0.27
1480, 0.36
1481, 0.54
1482, 0.54
1483, 0.19
1484, 0.64
1485, 0.24
1486, 0.16
1487, 0.19
1488, 0.44
1489, 0.24
1490, 0.13
1491, 0.58
1492, 0.35
1493, 0.12
1494, 0.62
1495, 0.68
1496, 0.67
1497, 0.14
1498, 0.25
1499, 0.35
1500, 0.51
1501, 0.17
1502, 0.27
1503, 0.78
1504, 0.24
1505, 0.09
1506, 0.16
1507, 0.44
1508, 0.17
1509, 0.24
1510, 0.55
1511, 0.09
1512, 0.14
1513, 0.22
1514, 0.27
1515, 0.17
1516, 0.32
1517, 0.26
1518, 0.57
1519, 0.33
1520, 0.20
1521, 0.57
1522, 0.33
1523, 0.18
1524, 0.23
1525, 0.49
1526, 0.47
1527, 0.26
1528, 0.28
1529, 0.73
1530, 0.45
1531, 0.30
1532, 0.15
1533, 0.15
1534, 0.23
1535, 0.48
1536, 0.11
1537, 0.57
1538, 0.46
1539, 0.40
1540, 0.52
1541, 0.23
1542, 0.23
1543, 0.28
1544, 0.24
1545, 0.64
1546, 0.18
1547, 0.15
1548, 0.21
1549, 0.67
1550, 0.34
1551, 0.61
1552, 0.18
1553, 0.35
1554, 0.43
1555, 0.55
1556, 0.21
1557, 0.42
1558, 0.71
1559, 0.16
1560, 0.24
1561, 0.15
1562, 0.46
1563, 0.23
1564, 0.18
1565, 0.56
1566, 0.15
1567, 0.44
1568, 0.66
1569, 0.17
1570, 0.13
1571, 0.15
1572, 0.21
1573, 0.51
1574, 0.41
1575, 0.23
1576, 0.26
1577, 0.18
1578, 0.13
1579, 0.42
1580, 0.22
1581, 0.16
1582, 0.29
1583, 0.72
1584, 0.42
1585, 0.60
1586, 0.24
1587, 0.45
1588, 0.71
1589, 0.24
1590, 0.41
1591, 0.13
1592, 0.20
1593, 0.17
1594, 0.73
1595, 0.43
1596, 0.22
1597, 0.73
1598, 0.22
1599, 0.17
1600, 0.56
1601, 0.80
1602, 0.32
1603, 0.20
1604, 0.17
1605, 0.23
1606, 0.30
1607, 0.16
1608, 0.16
1609, 0.14
1610, 0.32
1611, 0.55
1612, 0.13
1613, 0.20
1614, 0.11
1615, 0.27
1616, 0.29
1617, 0.35
1618, 0.08
1619, 0.79
1620, 0.52
1621, 0.80
1622, 0.20
1623, 0.19
1624, 0.50
1625, 0.21
1626, 0.42
1627, 0.22
1628, 0.14
1629, 0.38
1630, 0.39
1631, 0.40
1632, 0.61
1633, 0.60
1634, 0.28
1635, 0.31
1636, 0.20
1637, 0.32
1638, 0.36
1639, 0.29
1640, 0.52
1641, 0.09
1642, 0.50
1643, 0.37
1644, 0.61
1645, 0.19
1646, 0.79
1647, 0.65
1648, 0.33
1649, 0.26
1650, 0.25
1651, 0.52
1652, 0.22
1653, 0.11
1654, 0.53
1655, 0.16
1656, 0.39
1657, 0.38
1658, 0.43
1659, 0.14
1660, 0.29
1661, 0.59
1662, 0.52
1663, 0.29
1664, 0.64
1665, 0.20
1666, 0.25
1667, 0.07
1668, 0.47
1669, 0.20
1670, 0.54
1671, 0.35
1672, 0.38
1673, 0.16
1674, 0.28
1675, 0.61
1676, 0.61
1677, 0.33
1678, 0.17
1679, 0.26
1680, 0.46
1681, 0.34
1682, 0.60
1683, 0.59
1684, 0.16
1685, 0.34
1686, 0.68
1687, 0.14
1688, 0.12
1689, 0.39
1690, 0.08
1691, 0.49
1692, 0.76
1693, 0.46
1694, 0.60
1695, 0.35
1696, 0.34
1697, 0.31
1698, 0.54
1699, 0.34
1700, 0.51
1701, 0.34
1702, 0.35
1703, 0.16
1704, 0.51
1705, 0.69
1706, 0.46
1707, 0.13
1708, 0.16
1709, 0.39
1710, 0.50
1711, 0.20
1712, 0.36
1713, 0.70
1714, 0.47
1715, 0.50
1716, 0.31
1717, 0.40
1718, 0.14
1719, 0.32
1720, 0.39
1721, 0.25
1722, 0.20
1723, 0.25
1724, 0.70
1725, 0.34
1726, 0.80
1727, 0.22
1728, 0.47
1729, 0.25
1730, 0.22
1731, 0.14
1732, 0.26
1733, 0.55
1734, 0.14
1735, 0.59
1736, 0.07
1737, 0.22
1738, 0.40
1739, 0.35
1740, 0.11
1741, 0.22
1742, 0.25
1743, 0.26
1744, 0.32
1745, 0.10
1746, 0.51
1747, 0.65
1748, 0.61
1749, 0.46
1750, 0.23
1751, 0.35
1752, 0.14
1753, 0.39
1754, 0.17
1755, 0.15
1756, 0.38
1757, 0.69
1758, 0.23
1759, 0.35
1760, 0.41
1761, 0.31
1762, 0.29
1763, 0.27
1764, 0.31
1765, 0.38
1766, 0.14
1767, 0.72
1768, 0.41
1769, 0.63
1770, 0.33
1771, 0.29
1772, 0.13
1773, 0.31
1774, 0.72
1775, 0.38
1776, 0.58
1777, 0.59
1778, 0.31
1779, 0.34
1780, 0.15
1781, 0.63
1782, 0.31
1783, 0.20
1784, 0.36
1785, 0.39
1786, 0.16
1787, 0.16
1788, 0.46
1789, 0.08
1790, 0.20
1791, 0.24
1792, 0.58
1793, 0.36
1794, 0.22
1795, 0.25
1796, 0.22
1797, 0.41
1798, 0.27
1799, 0.28
1800, 0.14
1801, 0.55
1802, 0.20
1803, 0.14
1804, 0.33
1805, 0.66
1806, 0.19
1807, 0.65
1808, 0.14
1809, 0.45
1810, 0.36
1811, 0.49
1812, 0.39
1813, 0.56
1814, 0.66
1815, 0.35
1816, 0.15
1817, 0.78
1818, 0.37
1819, 0.46
1820, 0.25
1821, 0.54
1822, 0.72
1823, 0.39
1824, 0.21
1825, 0.49
1826, 0.22
1827, 0.42
1828, 0.58
1829, 0.57
1830, 0.21
1831, 0.10
1832, 0.23
1833, 0.43
1834, 0.34
1835, 0.45
1836, 0.43
1837, 0.10
1838, 0.68
1839, 0.61
1840, 0.16
1841, 0.35
1842, 0.34
1843, 0.51
1844, 0.80
1845, 0.39
1846, 0.21
1847, 0.32
1848, 0.21
1849, 0.36
1850, 0.16
1851, 0.13
1852, 0.52
1853, 0.14
1854, 0.21
1855, 0.42
1856, 0.31
1857, 0.51
1858, 0.28
1859, 0.64
1860, 0.23
1861, 0.29
1862, 0.12
1863, 0.23
1864, 0.30
1865, 0.16
1866, 0.22
1867, 0.38
1868, 0.37
1869, 0.70
1870, 0.27
1871, 0.31
1872, 0.27
